id,Headline,Category,Date,realorfake
317,Opioid makers paid millions to advocacy groups: U.S. Senate report,Local News,2/13/2018 0:00,real
318,"Trump budget seeks cuts to domestic programs, Medicare, favors military and wall",Local News,2/12/2018 0:00,real
319,"Trump budget cuts renewable energy office, ups nuclear weapons spending",Local News,2/12/2018 0:00,real
320,South African rand slips on reports ANC decides to remove Zuma from office,Local News,2/13/2018 0:00,real
321,Lawsuit claims Steven A. Cohen's firm Point72 is hostile to women,Local News,2/13/2018 0:00,real
322,Japan PM Abe: Confirmed with Moon need for maximum pressure on North Korea,Local News,2/13/2018 0:00,real
323,"Trump plan to slash spending on diplomacy, aid raises hackles in Congress",Local News,2/12/2018 0:00,real
324,Trump administration revives support for new FBI headquarters,Local News,2/12/2018 0:00,real
325,White House dismisses idea of U.S.-Israel discussing settlement annexation,Local News,2/12/2018 0:00,real
326,Wall Street bounces back after tumultuous week,Local News,2/12/2018 0:00,real
327,Lawsuit claims Steven A. Cohen's investment firm Point72 is hostile to women,Local News,2/13/2018 0:00,real
328,U.S. to push for 'reciprocal tax' on trade partners: Trump,Local News,2/12/2018 0:00,real
329,"Trump to meet U.S. lawmakers to discuss trade, focus on steel and aluminum",Local News,2/12/2018 0:00,real
330,Could Julian Assange be on brink of freedom?,Local News,2/13/2018 0:00,real
331,Trump unveils infrastructure plan; uphill battle awaits in Congress,Local News,2/12/2018 0:00,real
332,"Trump infrastructure plan would speed up pipelines, cut environmental reviews",Local News,2/13/2018 0:00,real
333,"After Porter scandal, White House leaves clearance changes up to FBI",Local News,2/12/2018 0:00,real
334,U.S. sends conflicting signals over North Korea diplomacy,Local News,2/12/2018 0:00,real
335,Weinstein Co deal should include more funds for victims: New York AG,Local News,2/12/2018 0:00,real
336,Trump Jr.'s wife hospitalized after suspicious powder scare: police,Local News,2/12/2018 0:00,real
337,"Trump proposes bigger budget for Pentagon, nuclear arsenal",Local News,2/12/2018 0:00,real
338,Broader private activity bond use in Trump infrastructure plan,Local News,2/12/2018 0:00,real
339,Top U.S. diplomat urges action on harassment as issue roils White House,Local News,2/12/2018 0:00,real
340,"New York sues Weinstein Co., Harvey Weinstein over sexual misconduct",Local News,2/11/2018 0:00,real
341,Deputy head of Oxfam quits as Haiti sex scandal escalates,Local News,2/12/2018 0:00,real
342,"Obama unveils official portraits, jokes about wife's 'hotness'",Local News,2/12/2018 0:00,real
343,Palestinian leader Abbas tells Putin he wants U.S. peace role diluted: Ifax,Local News,2/12/2018 0:00,real
344,"Factbox: Trump's proposed cuts to domestic spending, food aid",Local News,2/12/2018 0:00,real
345,"Ford expands 'Do Not Drive' warning to 33,000 more pickup trucks",Local News,2/12/2018 0:00,real
346,"Head held high, Kim's sister returns to North Korea",Local News,2/12/2018 0:00,real
347,White House denies report it discussed West Bank annexation with Israel,Local News,2/12/2018 0:00,real
348,"Russia hunts for body fragments, clues after fatal plane crash",Local News,2/12/2018 0:00,real
349,Trump offers Putin condolences over plane crash: agencies,Local News,2/12/2018 0:00,real
350,Murdoch pledges independent Sky News to smooth path for Fox deal,Local News,2/12/2018 0:00,real
351,Farage warns 'Brexit betrayal' would plunge UK into crisis,Local News,2/12/2018 0:00,real
352,Deputy head of UK charity Oxfam resigns over sex scandal,Local News,2/12/2018 0:00,real
353,Trump plan to overhaul U.S. infrastructure faces steep hurdles,Local News,2/11/2018 0:00,real
354,Oxfam International boss says Haiti scandal 'breaks my heart',Local News,2/12/2018 0:00,real
355,Syrian frontline town divides NATO allies Turkey and U.S.,Local News,2/12/2018 0:00,real
356,Royal joyride: UK's Prince Harry and Meghan Markle plan wedding day carriage tour,Local News,2/12/2018 0:00,real
357,Britain will do more to stop 'horrific behavior' by some charity staff: May's spokesman,Local News,2/12/2018 0:00,real
358,UK's Johnson says to raise detained Reuters reporters with Suu Kyi,Local News,2/10/2018 0:00,real
359,"North Korea says no U.S. talks planned at Olympics, Pence vows continued pressure",Local News,2/7/2018 0:00,real
360,North Korean orchestra serenades South Koreans amid protest,Local News,2/8/2018 0:00,real
361,Japan PM tells South Korea's Moon that 2015 'comfort women' deal is final,Local News,2/9/2018 0:00,real
362,Comcast mulling new bid for Fox assets: sources,Local News,2/12/2018 0:00,real
363,"Qualcomm, Broadcom plan to meet on February 14: sources",Local News,2/12/2018 0:00,real
364,At least 18 dead in Hong Kong bus accident,Local News,2/10/2018 0:00,real
365,Trump supports Kelly despite White House departures: aides,Local News,2/11/2018 0:00,real
366,Republican Pennsylvania leaders submit plan for redrawing congressional map,Local News,2/9/2018 0:00,real
367,"Trump says Democratic memo on Russia is 'very political,' needs redactions",Local News,2/10/2018 0:00,real
368,Investor Soros pledges new donation to pro-EU group,Local News,2/11/2018 0:00,real
369,Russian passenger plane crashes near Moscow; 71 dead,Local News,2/11/2018 0:00,real
370,"U.S., UK government websites infected with crypto-mining malware: report",Local News,2/11/2018 0:00,real
371,British PM May to set out 'Road to Brexit' in speech,Local News,2/11/2018 0:00,real
372,Netanyahu says Israel undeterred after Syria shoots down F-16,Local News,2/11/2018 0:00,real
373,'Common sense will prevail' on Brexit transition deal: UK minister,Local News,2/11/2018 0:00,real
374,All 71 onboard Russian plane killed in crash-transport prosecutor's office,Local News,2/11/2018 0:00,real
375,South Africa's ruling ANC to finalize talks on Zuma's future,Local News,2/11/2018 0:00,real
376,Two bodies found at Russian plane crash site: emergency ministry,Local News,2/11/2018 0:00,real
377,"Myanmar says soldiers, police facing action over village killings",Local News,2/11/2018 0:00,real
378,North Korea keeps mum on summit invite as its delegation completes South visit,Local News,2/11/2018 0:00,real
379,South Africa's Ramaphosa says working to resolve issue of Zuma's future,Local News,2/11/2018 0:00,real
380,Pakistani human rights champion Asma Jahangir dies,Local News,2/11/2018 0:00,real
381,No survivors of Russian plane crash near Moscow: TASS,Local News,2/11/2018 0:00,real
382,"Iran displays missile, Rouhani says U.S. regional policy a failure: TV",Local News,2/11/2018 0:00,real
383,Kim Jong Un invites South Korean president for summit: South Korea,Local News,2/10/2018 0:00,real
384,Investors brace for more swings as U.S. inflation specter rises,Local News,2/9/2018 0:00,real
385,Trump wishes disgraced aide well after domestic abuse allegations,Local News,2/9/2018 0:00,real
386,Israeli jet shot down after bombing Iranian site in Syria,Local News,2/10/2018 0:00,real
387,"Amid Olympic thaw, Pence says allies united in isolating North Korea",Local News,2/10/2018 0:00,real
388,"OxyContin maker stops promoting opioids, cuts sales staff",Local News,2/10/2018 0:00,real
389,Disgraced former USA Gymnastics doctor sent to Arizona federal prison,Local News,2/10/2018 0:00,real
390,Two dead as winter snowstorm sweeps across U.S. Midwest,Local News,2/9/2018 0:00,real
391,Putin urges Netanyahu to avoid escalation in Syria: Ifax,Local News,2/10/2018 0:00,real
392,Merkel dodges question on Poland's new Holocaust law,Local News,2/10/2018 0:00,real
393,U.S. 'strongly supports' Israel's right to defend itself: State Department,Local News,2/10/2018 0:00,real
394,U.S. supports Israel's right to defend itself: Pentagon,Local News,2/10/2018 0:00,real
395,Israel seeks peace but will defend itself against Iran: Netanyahu,Local News,2/10/2018 0:00,real
396,North and South Korea celebrate peace through taekwondo show,Local News,2/10/2018 0:00,real
397,Factbox: History of inter-Korean summits,Local News,2/10/2018 0:00,real
398,Russian offering info on Trump bilked U.S. spies out of money: NY Times,Local News,2/10/2018 0:00,real
399,Trump blocks release of Russia memo drafted by Democrats,Local News,2/9/2018 0:00,real
400,Israeli F-16 was hit by Syrian missile: Israeli official,Local News,2/10/2018 0:00,real
401,"Trump signs deal to end brief agency shutdown, boost U.S. spending",Local News,2/8/2018 0:00,real
402,South Africa's ANC official urges patience during Zuma exit talks,Local News,2/10/2018 0:00,real
403,Hezbollah: downed Israeli jet marks 'new strategic phase',Local News,2/10/2018 0:00,real
404,Long robes not necessary attire for Saudi women: senior cleric,Local News,2/10/2018 0:00,real
405,Hundreds gather at Bangkok's Democracy Monument to demand election,Local News,2/10/2018 0:00,real
406,Reuters report on Myanmar massacre brings calls for independent probe,Local News,2/9/2018 0:00,real
407,Factbox: International reaction to arrest of Reuters reporters in Myanmar,Local News,2/10/2018 0:00,real
408,Iran sneers at reports of Israel downing Iranian drone: state TV,Local News,2/10/2018 0:00,real
409,"Russia concerned by attacks in Syria, calls for restraint: ministry",Local News,2/10/2018 0:00,real
410,"Qualcomm warns of customer losses, legal hazards to Broadcom buyout",Local News,2/8/2018 0:00,real
411,"Qualcomm warns of customer losses, legal hazards to Broadcom buyout",Local News,2/9/2018 0:00,real
412,Iran rejects reports of Israel downing Iranian drone as 'ridiculous': state TV,Local News,2/10/2018 0:00,real
413,"Pro-Assad alliance in Syria warns of ""severe"" response to Israeli attacks",Local News,2/10/2018 0:00,real
414,Early assessments suggest Syrian fire shot down Israeli jet: Israeli military spokesman,Local News,2/10/2018 0:00,real
415,Pence avoids Olympics encounter with North Korean official as Korean athletes march together,Local News,2/9/2018 0:00,real
416,North Korean leader invites South Korea's Moon to the North: president's office,Local News,2/10/2018 0:00,real
417,"Joint Korean march gave me goosebumps, says IOC boss",Local News,2/10/2018 0:00,real
418,"As Trump attacks U.S. law enforcement, another top official quits",Local News,2/9/2018 0:00,real
419,U.S. Olympic system failed abused gymnasts: USOC,Local News,2/9/2018 0:00,real
420,Awkward diplomacy on show as 'peace' Games begin,Local News,2/9/2018 0:00,real
421,Bare-chested Tongan flag-bearer wins Korean hearts,Local News,2/9/2018 0:00,real
422,Korean figure skater Kim Yuna lights Olympic cauldron,Local News,2/9/2018 0:00,real
423,'Trump' and 'Kim' thrown out of Opening Ceremony,Local News,2/9/2018 0:00,real
424,"At Games reception, a hopeful dessert and a hasty exit",Local News,2/9/2018 0:00,real
425,Waymo accepts $245 million and Uber's 'regret' to settle self-driving car dispute,Local News,2/9/2018 0:00,real
426,Exclusive: BMC Software explores IPO - sources,Local News,2/9/2018 0:00,real
427,Wall Street rebounds but posts worst week in two years,Local News,2/9/2018 0:00,real
428,"Shoot me, don't jail me, Philippines' Duterte tells Hague court prosecutor",Local News,2/9/2018 0:00,real
429,"Amazon tests delivery in Los Angeles, shipping shares sink",Local News,2/9/2018 0:00,real
430,U.S. stocks end bumpy week up sharply; oil prices drop 3 percent,Local News,2/9/2018 0:00,real
431,Trump 'weighing his options' on release of Democratic memo: White House,Local News,2/9/2018 0:00,real
432,Instant View: U.S. stocks end week of wild swings,Local News,2/9/2018 0:00,real
433,Guess forms committee to oversee investigation against co-founder,Local News,2/9/2018 0:00,real
434,"U.S. budget deal grants $1.5 billion for drug-affected babies, families",Local News,2/9/2018 0:00,real
435,Uber rejected $500 million settlement with Waymo earlier this week,Local News,2/9/2018 0:00,real
436,"Special Report: How Myanmar forces burned, looted and killed in a remote village",Local News,2/8/2018 0:00,real
437,"U.N. says Reuters report on Myanmar massacre 'alarming,' need for investigation",Local News,2/9/2018 0:00,real
438,U.N. chief met briefly with North Korean president in South Korea: U.N.,Local News,2/9/2018 0:00,real
439,White House to amend budget request amid new spending bill: official,Local News,2/9/2018 0:00,real
440,Cardinal says Vatican-China deal would put Catholics in communist cage,Local News,2/9/2018 0:00,real
441,"Trump signs spending bill into law, ending short shutdown",Local News,2/9/2018 0:00,real
442,"U.S. budget deal sets up wider fight over deficits, immigration",Local News,2/9/2018 0:00,real
443,Trump tells Israel peace means compromise; U.S. envoy under fire,Local News,2/9/2018 0:00,real
444,"Exclusive: Trump administration may target immigrants who use food aid, other benefits",Local News,2/8/2018 0:00,real
445,Vice President Pence did not shake hands with North Korea official: spokesman,Local News,2/9/2018 0:00,real
446,"Quake-hit Taiwan city winds down rescue efforts, five still missing",Local News,2/9/2018 0:00,real
447,Factbox: A look at past U.S. government shutdowns,Local News,2/9/2018 0:00,real
